Scope,Resource,Context,Ownership,Limit,Method,URL,Group,Membership,[No Role],Worker,User,Business,Admin,Worker,Supervisor,Maintainer,Owner,Comment
VIEW,N/A,N/A,N/A,,GET,"/server/about, /server/annotation/formats, /server/plugins",None,N/A,x,x,x,x,x,,,,,
SEND_EXCEPTION,N/A,N/A,N/A,,POST,/server/exception,None,N/A,x,x,x,x,x,,,,,
SEND_LOGS,N/A,N/A,N/A,,POST,/server/logs,None,N/A,x,x,x,x,x,,,,,
LIST_CONTENT,N/A,N/A,N/A,,GET,/server/share,User,N/A,,,x,x,x,,,,,
